Name,InChIKey,Formula,Exact Mass,Mix label,RT [min],Adduct,[M+H]+,[M+NH4]+,[M+Na]+,[M-H]-,[M+FA-H]-,[M+Cl]-
unknown438,YYUAYBYLJSNDCX-UHFFFAOYSA-N,C14H13N3O5S,335.0575888,E_M17_posPFP_01,5.47,[M+H]+,336.0649,0.0,0.0,0.0,0.0,0.0
unknown439,VDBSGEAWBANKNK-UVKFBWJXSA-N,C38H58O12,706.3928068,A_M1_negPFP_03,5.5,[M+FA-H]-,0.0,0.0,0.0,0.0,751.391,0.0
unknown440,YQIHQJXXKNXTBN-VKNJEMGASA-N,C16H26O7,330.1678446,A_M19_negPFP_03,0.99,[M+FA-H]-,0.0,0.0,0.0,0.0,375.1661,0.0
unknown441,CPKUECAWPOGBJH-PHTWEMEZSA-N,C48H78O19,958.5137038,A_M18_posPFP_01,4.41,[M+H]+,959.521,0.0,0.0,0.0,0.0,0.0
unknown442,MYROJYNCTNKRCD-UHFFFAOYSA-N,C15H14O4,258.0892044,A_M10_posPFP_01,5.57,[M+H]+,259.0965,0.0,0.0,0.0,0.0,0.0
unknown443,GZDNGWOBFHUEOM-OSUNSFLBSA-N,C12H22O6,262.1416312,A_M12_posPFP_02,1.26,[M+Na]+,0.0,0.0,285.1309,0.0,0.0,0.0
unknown444,LBOKXCGOVQDBKC-UHFFFAOYSA-N,C18H32O5,328.2249622,A_M14_posPFP_02,3.88,[M+Na]+,0.0,0.0,351.2142,0.0,0.0,0.0
unknown445,RHABJANPSGWEFC-UHFFFAOYSA-N,C29H38O9,530.2515698,A_M2_posPFP_02,5.85,[M+Na]+,0.0,0.0,553.2408,0.0,0.0,0.0
unknown446,QLZQRHCCZJLVSJ-DGYDAYBGSA-N,C53H84O23,1088.540311,A_M16_posPFP_01,3.31,[M+NH4]+,0.0,1106.5742,0.0,0.0,0.0,0.0
unknown447,YTPBUIWNJRGZFW-HNBASAHXSA-N,C47H74O18,926.4874904,A_M5_posPFP_01,5.23,[M+NH4]+,0.0,944.5213,0.0,0.0,0.0,0.0
unknown448,BZBZUGSXRITWQR-UHFFFAOYSA-N,C19H18O7,358.1052478,A_M21_negPFP_03,4.15,[M-H]-,0.0,0.0,0.0,357.098,0.0,0.0
unknown449,TUOKVBKUAPFXAA-VRZLRGRSSA-N,C63H100O30,1336.62991,A_M11_negPFP_03,4.95,[M-H]-,0.0,0.0,0.0,1335.6227,0.0,0.0
unknown450,QIALRBLEEWJACW-INIZCTEOSA-N,C17H16N2O3,296.1160866,E_M17_posPFP_01,3.65,[M+H]+,297.1234,0.0,0.0,0.0,0.0,0.0
unknown451,KMEIZYNJCUTZNU-STDVHTBBSA-N,C53H86O22,1074.561046,A_M12_negPFP_03,5.21,[M+FA-H]-,0.0,0.0,0.0,0.0,1119.5593,0.0
unknown452,BHEGXSNCDUBUFA-UHFFFAOYSA-N,C16H16O4,272.1048536,A_M10_posPFP_01,4.32,[M+H]+,273.1121,0.0,0.0,0.0,0.0,0.0
unknown453,DXUWKSUWEMSKDA-QZXZYWPKSA-N,C11H14O5,226.0841194,A_M19_posPFP_01,1.11,[M+H]+,227.0914,0.0,0.0,0.0,0.0,0.0
unknown454,HBQSMPQLVZXNJG-UHFFFAOYSA-N,C15H22O2,234.1619712,A_M17_posPFP_01,5.95,[M+H]+,235.1693,0.0,0.0,0.0,0.0,0.0
unknown455,SXTIQENJRJOCLX-UHFFFAOYSA-N,C16H18O4,274.1205028,A_M12_posPFP_01,4.64,[M+H]+,275.1278,0.0,0.0,0.0,0.0,0.0
unknown456,YYAJJKZSQWOLIP-UHFFFAOYSA-N,C10H11NO3,193.0738896,A_M6_posPFP_01,1.1,[M+H]+,194.0812,0.0,0.0,0.0,0.0,0.0
unknown457,GEQDRLKIGRWJJA-UHFFFAOYSA-N,C32H50O8,562.35055,A_M2_posPFP_01,5.46,[M+NH4]+,0.0,580.3844,0.0,0.0,0.0,0.0
unknown458,HRYHMFTVUSXJPA-ZDUSSCGKSA-N,C21H28O5,360.1936638,A_M14_posPFP_01,5.98,[M+NH4]+,0.0,378.2275,0.0,0.0,0.0,0.0
unknown459,GGCXWTMEZZGUFT-UHFFFAOYSA-N,C20H18O8,386.1001628,A_M19_negPFP_03,3.75,[M-H]-,0.0,0.0,0.0,385.0929,0.0,0.0
unknown460,PEMSRAHOUIFZMA-UHFFFAOYSA-N,C21H38O6,386.2668248,A_M21_negPFP_03,6.38,[M-H]-,0.0,0.0,0.0,385.2596,0.0,0.0
unknown461,UGCSSEQNFFXROR-JTQLQIEISA-N,C10H14O4,198.0892044,A_M2_negPFP_03,1.25,[M-H]-,0.0,0.0,0.0,197.0819,0.0,0.0
unknown462,XVPBINOPNYFXID-LHDUFFHYSA-N,C15H24N2O2,264.1837684,E_M17_posPFP_01,0.82,[M+H]+,265.1911,0.0,0.0,0.0,0.0,0.0
unknown463,MTICHQXHYUJVDV-FGZJIHLKSA-N,C64H100O31,1364.624825,A_M12_negPFP_03,4.49,[M+FA-H]-,0.0,0.0,0.0,0.0,1409.6231,0.0
unknown464,CAMHORNWWUQADP-LBPRGKRZSA-N,C13H19NO2,221.1415714,A_M15_posPFP_01,2.59,[M+H]+,222.1489,0.0,0.0,0.0,0.0,0.0
unknown465,FYSHYFPJBONYCQ-QWHCGFSZSA-N,C23H30O6,402.204228,A_M6_posPFP_01,5.9,[M+H]+,403.2115,0.0,0.0,0.0,0.0,0.0
unknown466,HXAFEJLAMMEJCI-UHFFFAOYSA-N,C15H10O5,270.052821,A_M17_posPFP_01,5.63,[M+H]+,271.0601,0.0,0.0,0.0,0.0,0.0
unknown467,JQVHJLJCMWESHM-UHFFFAOYSA-N,C17H24O5,308.1623654,A_M10_posPFP_01,1.77,[M+H]+,309.1697,0.0,0.0,0.0,0.0,0.0
unknown468,RFRQCFZIUNGRQV-UHFFFAOYSA-N,C15H14O5,274.0841194,A_M19_posPFP_01,3.06,[M+H]+,275.0914,0.0,0.0,0.0,0.0,0.0
unknown469,RTRZNFRQFSTUCO-UHFFFAOYSA-N,C19H36O5,344.2562606,A_M12_posPFP_02,6.22,[M+Na]+,0.0,0.0,367.2455,0.0,0.0,0.0
unknown470,PIJXGSFXLAPZBU-UHFFFAOYSA-N,C21H34O6,382.2355264,A_M14_posPFP_01,4.73,[M+NH4]+,0.0,400.2694,0.0,0.0,0.0,0.0
unknown471,VAUYLVGYXZEEFW-KDPWZIHCSA-N,C26H30O14,566.163548,A_M21_negPFP_03,1.69,[M-H]-,0.0,0.0,0.0,565.1563,0.0,0.0
unknown472,WPAOSTUNVIZRNC-HXUWFJFHSA-N,C20H18O10,418.0899928,A_M19_negPFP_03,5.52,[M-H]-,0.0,0.0,0.0,417.0827,0.0,0.0
unknown473,ZRFSFKIFDYASQA-LACBEWGXSA-N,C18H24O10,400.1369404,A_M2_negPFP_03,3.19,[M-H]-,0.0,0.0,0.0,399.1297,0.0,0.0
unknown474,CLKZWXHKFXZIMA-UHFFFAOYSA-N,C13H12N4O3,272.0909362,E_M17_posPFP_01,3.21,[M+H]+,273.0982,0.0,0.0,0.0,0.0,0.0
unknown475,IQHOCCKALNDTHC-ZDUSSCGKSA-N,C16H30N2O4,314.220546,A_M17_posPFP_01,5.59,[M+H]+,315.2278,0.0,0.0,0.0,0.0,0.0
unknown476,MQYVSPPZNQTARL-OAHLLOKOSA-N,C15H22O2,234.1619712,A_M15_posPFP_01,5.89,[M+H]+,235.1693,0.0,0.0,0.0,0.0,0.0
unknown477,UAMUYXWJNMHHRV-PQTIKSFYSA-N,C24H30O6,414.204228,A_M14_posPFP_01,5.9,[M+H]+,415.2115,0.0,0.0,0.0,0.0,0.0
unknown478,WTKBSOWHEPFXEG-ZDUSSCGKSA-N,C21H28O6,376.1885788,A_M10_posPFP_01,6.05,[M+H]+,377.1959,0.0,0.0,0.0,0.0,0.0
unknown479,YYNSFXBSPOJKAH-UHFFFAOYSA-N,C22H28O4,356.1987488,A_M19_posPFP_01,6.14,[M+H]+,357.206,0.0,0.0,0.0,0.0,0.0
unknown480,FHBPNMGVDGKJOZ-UHFFFAOYSA-N,C21H30O6,378.204228,A_M12_posPFP_01,5.34,[M+NH4]+,0.0,396.2381,0.0,0.0,0.0,0.0
unknown481,WTAMGABZURYMPQ-UHFFFAOYSA-N,C34H42O11,626.2726982,A_M6_posPFP_01,5.9,[M+NH4]+,0.0,644.3065,0.0,0.0,0.0,0.0
unknown482,DIGHTWUQPWHBPG-UHFFFAOYSA-N,C21H43O9P,470.2644558,A_M19_negPFP_03,6.3,[M-H]-,0.0,0.0,0.0,469.2572,0.0,0.0
unknown483,ONMAWHWGRYJWEX-PBAAIBANSA-N,C31H46O12,610.2989116,A_M2_negPFP_03,3.36,[M-H]-,0.0,0.0,0.0,609.2917,0.0,0.0
unknown484,RMIQRQLTVMQCLC-OOWHBKENSA-N,C38H32O20,808.1486872,A_M21_negPFP_03,4.17,[M-H]-,0.0,0.0,0.0,807.1414,0.0,0.0
unknown485,YFFBGKSSWQKSMK-LBPRGKRZSA-N,C12H12O4,220.0735552,A_M13_negPFP_03,0.72,[M-H]-,0.0,0.0,0.0,219.0663,0.0,0.0
unknown486,YWTYJOPNNQFBPC-UHFFFAOYSA-N,C9H10ClN5O2,255.052299,E_M17_posPFP_01,1.96,[M+H]+,256.0596,0.0,0.0,0.0,0.0,0.0
unknown487,HMQSPQLUUHPGBG-PQXYRCRZSA-N,C52H82O21,1042.534832,A_M21_negPFP_03,4.89,[M+FA-H]-,0.0,0.0,0.0,0.0,1087.5331,0.0
unknown488,JWOKGWICZPPYPX-UHFFFAOYSA-N,C17H14O7,330.0739494,A_M17_posPFP_01,4.68,[M+H]+,331.0812,0.0,0.0,0.0,0.0,0.0
unknown489,RYZXGYYJJBGYNG-UHFFFAOYSA-N,C14H21NO4,267.1470506,A_M15_posPFP_01,4.03,[M+H]+,268.1543,0.0,0.0,0.0,0.0,0.0
unknown490,UOHNARRKDSHFLD-VILMZZEPSA-N,C28H42O2,410.3184632,A_M10_posPFP_01,6.37,[M+H]+,411.3258,0.0,0.0,0.0,0.0,0.0
unknown491,AKZZXWNFVQXXFN-DVMTYXMPSA-N,C21H32O8,412.2097072,A_M12_posPFP_01,3.65,[M+NH4]+,0.0,430.2435,0.0,0.0,0.0,0.0
unknown492,KDVYEAVKWMGOPV-CMJOXMDJSA-N,C25H32O8,460.2097072,A_M14_posPFP_01,6.02,[M+NH4]+,0.0,478.2435,0.0,0.0,0.0,0.0
unknown493,KPYQJVYNSWDFQU-TXUJKZCJSA-N,C16H20O8,340.115812,A_M7_posPFP_01,1.63,[M+NH4]+,0.0,358.1496,0.0,0.0,0.0,0.0
unknown494,ZDGWEUBHJUPSEX-ASDNCSIPSA-N,C24H32O15,560.1741122,A_M19_posPFP_01,1.77,[M+NH4]+,0.0,578.2079,0.0,0.0,0.0,0.0
unknown495,CQXZVXNVRFIVCN-UHFFFAOYSA-N,C14H16O6,280.0946836,A_M15_negPFP_03,2.56,[M-H]-,0.0,0.0,0.0,279.0874,0.0,0.0
unknown496,HELVNAROXHFAIE-WRJJPCEFSA-N,C48H76O20,972.4929696,A_M19_negPFP_03,4.42,[M-H]-,0.0,0.0,0.0,971.4857,0.0,0.0
unknown497,SNXYIHBATNUFDM-UHFFFAOYSA-N,C17H14O8,346.0688644,A_M13_negPFP_03,5.65,[M-H]-,0.0,0.0,0.0,345.0616,0.0,0.0
unknown498,XUDCXSSDAZIAPT-IFVSHKQPSA-N,C36H30O16,718.153378,A_M2_negPFP_03,3.41,[M-H]-,0.0,0.0,0.0,717.1461,0.0,0.0
unknown499,ADFCQWZHKCXPAJ-LBPRGKRZSA-N,C15H14O3,242.0942894,E_M17_posPFP_01,4.09,[M+H]+,243.1016,0.0,0.0,0.0,0.0,0.0
